"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"2375","hsa-miR-208a-3p","4/54",0.279163303780861,0.609493818034451,0.403822143193433,0.931229619701161,7.4082711626647,-9.45264545041223,"C11ORF54;SSRP1;CPEB2;UTP18"
"2376","mmu-miR-5098","4/54",0.279163303780861,0.609493818034451,0.403822143193433,0.931229619701161,7.40874770522971,-9.45325349887727,"GLOD4;TFAM;RAPGEF6;THAP1"
"2377","hsa-miR-4274","3/49",0.441169053816321,0.741788751348649,0.557654028266801,0.976564806712415,11.5736159984191,-9.47100402163364,"DAD1;UBE2D2;RLIM"
"2378","hsa-miR-3972","4/55",0.290387753159222,0.621444958794196,0.416521360417223,0.939334894957605,7.66611023915927,-9.47943792030287,"MRPS23;WDR41;MAGT1;ZWINT"
"2379","hsa-miR-1273d","4/52",0.2569396261054,0.585903571468453,0.37828339696491,0.923988112955362,6.97774540213813,-9.48215688923108,"ATP5S;TMEM33;ATP5G3;UBE2K"
"2380","mmu-miR-875-3p","2/41",0.610283256852263,0.84741932693464,0.698178074927646,0.999993115252833,19.2383405391511,-9.50050961067022,"LARS2;STRBP"
"2381","hsa-miR-5591-3p","3/49",0.441169053816321,0.741788751348649,0.557654028266801,0.976564806712415,11.6397336933162,-9.52510992547186,"ZRANB1;YIPF4;CDK2"
"2382","hsa-miR-6499-5p","4/56",0.301671672186166,0.629256444345374,0.429158247888388,0.944926216410582,7.95510094542627,-9.53352050285817,"ZNF451;KIF18B;TXNDC16;RBM22"
"2383","hsa-miR-6824-5p","3/49",0.441169053816321,0.741788751348649,0.557654028266801,0.976564806712415,11.6700856956901,-9.54994779261622,"NAA50;APEX1;HNRNPC"
"2384","hsa-miR-8083","4/53",0.268009968505088,0.594806586613729,0.391072123924763,0.92951400417354,7.25709787425827,-9.55564649035461,"SLC35F6;C2ORF69;ZWILCH;NOLC1"
"2385","hsa-miR-3682-3p","5/47",0.0820827223707088,0.336494680905536,0.160842985781808,0.750700789103779,3.82666606489246,-9.56677127883904,"GGA2;NUS1;ATIC;DOCK7;KIF21A"
"2386","hsa-miR-3912-5p","4/52",0.2569396261054,0.585903571468453,0.37828339696491,0.923988112955362,7.06874563153615,-9.60581838766347,"PACRGL;COMMD2;RLIM;RBM33"
"2387","hsa-miR-3680-5p","4/55",0.290387753159222,0.621444958794196,0.416521360417223,0.939334894957605,7.79677801856574,-9.64101361702848,"NUS1;ZNF330;NUP205;MPLKIP"
"2388","hsa-miR-4474-5p","5/46",0.076307358404276,0.326519298663819,0.15183410448037,0.746112277328496,3.75833147696892,-9.67013391625364,"GPSM2;EBNA1BP2;UTP6;TUBG1;CEP55"
"2389","hsa-miR-3137","4/54",0.279163303780861,0.609493818034451,0.403822143193433,0.931229619701161,7.58645874672668,-9.68000538619482,"RNF20;RACGAP1;CDK4;MIER1"
"2390","hsa-miR-182-3p","2/40",0.596737218163748,0.840066951878287,0.68572114999449,0.999993115252833,18.7880737938605,-9.69987729875474,"EBNA1BP2;ASXL2"
"2391","hsa-miR-616-3p","4/53",0.268009968505088,0.594806586613729,0.391072123924763,0.92951400417354,7.38740460956623,-9.72722542169737,"RBM26;MTHFD1;CDK4;MED17"
"2392","hsa-miR-7161-3p","5/51",0.107398597681382,0.385893358376754,0.198876498238779,0.818798365719052,4.37207316765578,-9.75500530139636,"RABGAP1L;ALG14;SMC4;AFF4;U2SURP"
"2393","mmu-miR-1a-3p","5/44",0.0654423435128721,0.298231334719554,0.134484192462421,0.727432084114141,3.59626006750209,-9.80551154577576,"RHEB;GTF2B;RASA1;MAP4K3;HSPD1"
"2394","hsa-miR-3162-5p","4/52",0.2569396261054,0.585903571468453,0.37828339696491,0.923988112955362,7.25218061259594,-9.85509077711595,"SRP19;GTF3C3;NEK4;KIF2C"
"2395","mmu-miR-208a-5p","1/29",0.771531753204833,0.928045204179186,0.82026382084074,0.999993115252833,38.4257319561338,-9.96676837973108,"LARS2"
"2396","hsa-miR-6798-3p","1/28",0.759590736323787,0.925802201936839,0.80967118811137,0.999993115252833,36.3093661912154,-9.98418596279532,"E2F7"
"2397","hsa-miR-596","4/51",0.245964366123043,0.572907443847054,0.365468618478533,0.921070332714333,7.12832907668587,-9.99797058118903,"NUP85;PAK1IP1;TXNDC16;ARL6IP6"
"2398","mmu-miR-216b-5p","1/29",0.771531753204833,0.928045204179186,0.82026382084074,0.999993115252833,38.6846824042224,-10.0339342867039,"ILF3"
"2399","hsa-miR-3913-3p","3/46",0.401025328928447,0.716925035888033,0.517050879997725,0.973503479432422,11.0235093153643,-10.0725187647948,"PPIL4;FAM117B;FUT4"
"2400","hsa-miR-4782-3p","2/41",0.610283256852263,0.84741932693464,0.698178074927646,0.999993115252833,20.4338559660152,-10.0908934735358,"USP14;OIP5"
"2401","hsa-miR-6735-3p","3/48",0.427894316585465,0.731729722267953,0.544347225395763,0.974978152020252,11.8921814015852,-10.0950235050069,"YRDC;SNRPD1;MRPL17"
"2402","mmu-miR-322-5p","1/27",0.747026277684788,0.917721152265376,0.798455040189348,0.999993115252833,34.6930092862332,-10.1183867384616,"BRI3BP"
"2403","hsa-miR-6750-3p","4/51",0.245964366123043,0.572907443847054,0.365468618478533,0.921070332714333,7.23526276274123,-10.147952412249,"SERBP1;TWISTNB;MPLKIP;CENPA"
"2404","mmu-miR-1903","2/40",0.596737218163748,0.840066951878287,0.68572114999449,0.999993115252833,19.9629095859608,-10.3064196806184,"AGL;METAP2"
"2405","hsa-miR-154-3p","2/39",0.582840567748152,0.834736053257428,0.672845264199404,0.999993115252833,19.1043865819532,-10.3133425951689,"CAND1;MCMBP"
"2406","hsa-miR-99b-5p","4/52",0.2569396261054,0.585903571468453,0.37828339696491,0.923988112955362,7.59229891334491,-10.3172823451276,"H2AFZ;RAVER2;DYRK1A;MCM3"
"2407","hsa-miR-148b-5p","4/51",0.245964366123043,0.572907443847054,0.365468618478533,0.921070332714333,7.41671063084158,-10.4024454957993,"KHSRP;KIF23;ATP5G3;TRNT1"
"2408","hsa-miR-1178-5p","3/49",0.441169053816321,0.741788751348649,0.557654028266801,0.976564806712415,12.736407828765,-10.4225481287677,"SUPT16H;TFAM;MRPL17"
