"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"129","mmu-miR-669j","95/1754",0.1928382372391,0.904344836707506,0.302854293707089,1,-1.97333141251574,3.24791325718647,"LTV1;ATF1;BTG3;ZNF451;RBM26;CEP120;MAGT1;KIF11;GLS;SENP6;HERC4;SCML1;XPO4;MPC2;RAVER2;RASSF6;KIF21A;C21ORF91;ZNF644;ZNF367;CEP55;AGFG1;RBM33;NCOA2;PCID2;DST;IFT80;HAUS6;KIF23;TFB2M;ZNF12;CTTNBP2NL;SLC25A15;ILF3;AGPS;SPOPL;KIF2C;PHIP;ADNP;ANKRA2;SOS1;GTF3C3;LRRC57;PAXIP1;C2ORF69;IREB2;HEATR1;ZCCHC9;DDX20;GSKIP;FBXO45;PDS5A;HNRNPLL;NUP160;ATAD2B;BLOC1S6;SPAST;ZNHIT6;MIER1;IARS2;E2F3;LRRC8B;CEP76;C16ORF52;SRSF10;UBQLN2;ZRANB1;PPIL1;CPSF6;SLC33A1;PHKB;NUP153;HIPK1;LARP4;ACADSB;FBXO33;LRPPRC;MZT1;MED13L;FANCF;REST;DIAPH3;NAT1;UQCRQ;DMXL1;TMEM56;ETNK1;SERBP1;CENPK;CPEB2;RAD18;MBTPS2;RCOR1;CEP44;LIMS1"
"130","mmu-miR-344","62/1050",0.0869125943901803,0.562862516050692,0.146109471838247,0.946349416124438,-1.27990236314827,3.12661246681601,"ADO;MANEA;CKS1B;IPO9;RAVER2;SPIN1;GABPA;AGFG1;TMPO;COA5;NCOA2;TIGD2;SLC30A9;ATMIN;MAGI3;VPS13C;HAUS6;ZNF12;RAD23B;FBXO11;FBXW2;ACAP2;AEBP2;TEP1;POLR1B;PHIP;FAM72D;FAM72B;FAM72A;MYCBP;C2ORF69;DCTN4;MRPS34;SRSF1;ZNF518A;NMD3;UBR1;TANK;ZBTB41;FUT4;FBXL20;PRRC1;ORC6;DHX33;TMEM128;MAP7;METTL9;C16ORF52;SNX6;KIDINS220;BRI3BP;ACADSB;PEX13;ZWINT;MED13L;PLEKHA8;TIMM10B;CENPF;ZZZ3;MANSC1;COPS8;RCOR1"
"131","mmu-miR-219-3p","78/1383",0.127451010603411,0.710382682051798,0.209276436412947,1,-1.51572943593567,3.12243783141673,"SCYL3;C5ORF24;UBE2D2;RAPH1;BCCIP;TXNDC12;ARID4B;CTDSPL2;MANEA;TOMM20;FBXO22;AFF4;IPO5;SENP6;IPO9;XPO4;NUF2;RAVER2;DIP2B;AGFG1;ARL6IP6;TMPO;NDC1;ZYG11B;CCT2;RFC3;NAA30;STRBP;MAGI3;IFT80;DNAJB14;ZNF12;WBP11;TUFM;TMEM177;TOM1L1;PEX7;AEBP2;PSMA1;TMEM33;AGPS;PSME4;PXYLP1;PHIP;FAM72D;RAPGEF6;FXN;FAM72B;FAM72A;CCDC90B;MYCBP;CBFB;HNRNPLL;ZBTB41;PPP1R2;PRRC1;TRA2B;PLXNA1;MCMBP;RDH14;E2F3;ECT2;C16ORF52;E2F7;SNX6;NAA50;NEK4;KIDINS220;TBCA;HIPK1;VIL1;ZZZ3;NDUFAF4;NBR1;AGGF1;NT5C1B-RDH14;RAD18;MBTPS2"
"132","mmu-miR-344c","62/1050",0.0869125943901803,0.562862516050692,0.146109471838247,0.946349416124438,-1.27278992823882,3.10923783864312,"ADO;MANEA;CKS1B;IPO9;RAVER2;SPIN1;GABPA;AGFG1;TMPO;COA5;NCOA2;TIGD2;SLC30A9;ATMIN;MAGI3;VPS13C;HAUS6;ZNF12;RAD23B;FBXO11;FBXW2;ACAP2;AEBP2;TEP1;POLR1B;PHIP;FAM72D;FAM72B;FAM72A;MYCBP;C2ORF69;DCTN4;MRPS34;SRSF1;ZNF518A;NMD3;UBR1;TANK;ZBTB41;FUT4;FBXL20;PRRC1;ORC6;DHX33;TMEM128;MAP7;METTL9;C16ORF52;SNX6;KIDINS220;BRI3BP;ACADSB;PEX13;ZWINT;MED13L;PLEKHA8;TIMM10B;CENPF;ZZZ3;MANSC1;COPS8;RCOR1"
"133","mmu-miR-1929","103/1939",0.240992607937373,1,0.365769580401939,1,-2.17536855509488,3.09552556491821,"C5ORF24;RAPH1;BCCIP;CAAP1;JADE3;RAVER2;LONP2;AGFG1;SLC30A9;SUPT16H;BORA;DYRK1A;IFT80;TC2N;FBXO11;TOM1L1;ILF3;ACAP2;PSME4;KIAA0368;TFAM;PHIP;NHLRC2;CBFB;RNF219;FBXO45;PDS5A;FUT4;CORO1C;DYNC2LI1;BLOC1S6;ORC6;PTPMT1;MIER1;MCMBP;C16ORF52;ZBED4;NUS1;ACBD5;CPSF6;LRBA;SUCO;KLHL23;LSM5;ACADSB;LSM4;MED13L;SRPK1;QDPR;NAT1;NDUFAF4;COPS8;CPEB2;RCOR1;TSEN15;C15ORF61;MAGT1;XPO1;XPO4;ACP1;DST;DIS3;STRBP;VPS13C;ACTL6A;MRPS23;HAUS6;DDX52;RAD23B;CTTNBP2NL;LATS1;DDAH1;AGPS;NDUFS3;NUMB;TRIM59;SEC22B;SOS1;SLC25A4;SLU7;TM2D1;DDX20;RCHY1;FAM117B;HSPD1;FBXL20;TWISTNB;VPS54;IARS2;LRRC8B;EPS15;METTL9;SRSF10;UBQLN2;RNF20;RRM1;PTGES3;HIPK1;DNAJA2;NBR1;AGGF1;MBTPS2;EIF3A"
"134","hsa-miR-3618","93/1709",0.183027017263189,0.876467406612455,0.289458375945819,1,-1.81997953316852,3.09054637796337,"POP5;MOCS2;CCNT2;GOLT1B;RAPH1;BCCIP;GPATCH4;C1ORF174;NUDT6;FBXO22;AFF4;FAM204A;GLS;KIAA1109;SPTLC2;XPO4;SPIN1;UBXN7;KIF21A;ACADM;DIP2B;ZNF765;ACP1;AGFG1;RBM33;TMPO;NDC1;NCOA2;DDX18;ZYG11B;TSFM;COG8;ALG9;EED;DIS3;MAGI3;PAPD4;HAUS6;MRPL48;DDX52;RAD23B;FBXW2;ILF3;ACAP2;ZFYVE16;AEBP2;FANCD2;RFX7;TMX1;SDE2;SEC22B;DTL;SLC25A4;ALDH7A1;FXN;CTBP2;SRSF1;CDCA8;MRPL17;NMD3;TTK;UQCR11;UBR1;PDS5A;HNRNPLL;ATAD2B;PPP2CA;GGA2;FBXL20;BLOC1S6;PDF;SPAST;DHX33;TRA2B;ZNF627;PIBF1;EMC8;SNX6;STIL;RAB4A;SF3A1;GOT2;SUCO;GTF2H5;PLEKHA8;CUL4A;YRDC;CENPF;JKAMP;CDK1;MBTPS2;METAP2;LIMS1"
"135","mmu-miR-1298","94/1746",0.211497818954811,0.94617445321889,0.324893362901547,1,-1.97788197840942,3.07271994126493,"ATF1;ZNF451;CCNT2;RBM26;ICE2;UBE2D2;THUMPD3;TXNDC12;ARID4B;CAAP1;ATP5G3;CTDSPL2;MRPL35;AFF4;COX7C;FAM204A;IPO5;MED17;SPTLC2;PPIP5K2;TRIM5;RAVER2;SPIN1;ZNF367;AGFG1;SMARCC1;DST;STRBP;VPS13C;SLC30A5;DYRK1A;DNAJB14;VRK1;RAD23B;CCNA2;RINT1;ZFYVE16;DDAH1;FANCD2;TMX1;ATG4C;SPOPL;PHIP;RAPGEF6;SOS2;LUC7L2;ZCCHC8;USP14;GTF3C3;RRN3;CBFB;ANP32A;STXBP3;COX17;NCAPG;DLST;GSKIP;NMD3;UBR1;PDS5A;ZBTB41;NUP160;FUT4;PPP2CA;AP5M1;MIER1;NUP88;E2F3;LRRC8B;RBM12;EPS15;MEST;SMNDC1;C16ORF52;ZBED4;UBQLN2;CCT4;RNF20;ZNF143;SF3A1;STAM;PEX13;MRPL30;CNIH1;POLR3B;COPS2;GLOD4;NMT1;ATP13A3;ABCE1;PPIL4;MBTPS2;MAD2L1;TJP2"
"136","mmu-miR-675-3p","82/1488",0.169355157847951,0.828500052781345,0.265568238014667,1,-1.61093238986365,2.86062486000516,"LTV1;SCYL3;ZNF330;MCFD2;C5ORF24;UBE3C;GOLT1B;ZWILCH;FAM208B;THUMPD1;FAM204A;GLS;HERC4;IPO9;FPGT;ZXDB;PAPOLG;RAVER2;LONP2;RRP15;GABPA;AGFG1;NDC1;NCOA2;CCT2;HSDL2;VPS13C;IFT80;DCK;TUFM;ACAP2;ZFYVE16;EHHADH;AGPS;PSME4;KIAA0368;SPOPL;NUP54;PHIP;ADNP;KIF20A;SOS1;KCTD18;IREB2;SRSF1;FBXO45;CENPA;HSPA13;ZBTB41;NUP160;FUT4;ORC4;BLOC1S6;SPAST;MIER1;MAP7;FOPNL;LRRC8B;RBM12;ECT2;EPS15;C16ORF52;ZBED4;MAP4K3;TSNAX;NUS1;CPSF6;KIDINS220;CPSF2;STAM;HIPK1;LARP4;MZT1;KBTBD4;COPS2;COPS8;PPIL4;TOMM5;MBTPS2;RCOR1;CEP44;LIMS1"
"137","mmu-miR-3086-3p","97/1822",0.241689308506132,1,0.362540364509512,1,-2.01011614840522,2.85457041850512,"ANKRD13C;ZNF451;CCNT2;SLC4A1AP;GEMIN2;CEP120;RAPH1;JADE3;TTF2;GCSH;KIAA1109;FPGT;PAPOLG;MPC2;SMARCC1;GIN1;SLC30A5;MELK;ZFYVE16;TMX1;TEP1;TFAM;PHIP;TMEM87B;TMEM161B;CBFB;ANP32A;UBA5;DDX1;CDCA7;GSKIP;FBXO45;ANAPC10;ZBTB2;SPAST;DHX33;PLXNA1;AMZ2;RBM12;EVI5;NUS1;ZNF143;CPSF6;STAM;SRPK1;HOOK1;CDK2;TADA1;CPEB2;UBE2K;SUV39H2;ABCD3;DDX46;FASTKD2;C15ORF61;KIF14;MRPL35;AFF4;SENP6;NUDCD2;XPO4;TRIM5;SPIN1;TLK1;RRP12;ZNF367;TAPT1;GABPA;RBM33;NDC1;EIF5B;SMIM15;STRBP;HAUS6;RANGAP1;CTTNBP2NL;DDAH1;TMEM33;EHHADH;AGPS;SDE2;PXYLP1;EAPP;MYCBP;C2ORF69;SRSF1;PPP2CA;FBXL20;TMEM68;LRRC8B;RAB28;BUB3;SMNDC1;PLEKHA8;REST;RLIM;RAN"
"138","mmu-miR-5119","100/1890",0.258230072440708,1,0.383638720617643,1,-2.10729137610286,2.85307093509401,"ANKRD13C;DBR1;C5ORF24;ICE2;CPOX;EPRS;SMC3;GLS;CCAR1;HERC4;IPO9;PPIP5K2;SNRPD1;PAPOLG;KHSRP;MPC2;NEK2;CMTR2;ARL6IP6;SLC30A5;PUS7;THAP1;MED7;RFX7;PHIP;ASF1B;TMEM87B;TMEM161B;PARPBP;COX18;YTHDC2;UBR3;FBXO45;PDS5A;FUT4;ZBTB2;CORO1C;PTPMT1;PLXNA1;ECT2;NAA50;ACBD5;ZRANB1;CBX3;LARP4;MED13L;ZZZ3;GIPC2;CDK1;UBE2K;RCOR1;INVS;HMGB2;WDR43;XPO4;UBXN7;ACADM;JARID2;ACP1;ZNF367;TAPT1;RBM33;NDC1;TIGD2;NAA30;SMIM15;STRBP;ATP5F1;CTTNBP2NL;TMEM177;CCNA2;NUMB;SPOPL;SOS1;LUC7L2;TRUB2;C2ORF69;NIP7;SRSF1;ZBTB41;ATAD2B;FBXL20;TWISTNB;LRRC8B;BUB3;MAP4K3;RNF20;PLEKHA1;AGL;HIPK1;MZT1;PSMC6;PRC1;ETNK1;JKAMP;RLIM;HDGF;ATP13A3;ACTR10;CEP44"
