"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","STAT2_K562_hg19","13/271",3.98706122047904e-23,1.99353061023952e-20,2.02306666434811e-24,1.01153333217406e-21,-1.88340847058487,97.1394337567785,"SP100;RSAD2;SP110;STAT2;MX1;ISG15;IFIT1;SAMHD1;USP18;IFIT3;IFI44L;CMPK2;XAF1"
"2","STAT1_K562_hg19","13/345",9.73293998937075e-22,2.43323499734269e-19,4.3290049459816e-23,1.0822512364954e-20,-1.8549958511068,89.7472147216528,"SP100;RSAD2;SP110;STAT2;MX1;ISG15;IFIT1;SAMHD1;USP18;IFI44L;IFIT3;CMPK2;XAF1"
"3","ETS1_CH12.LX_mm9","8/2000",3.32813825456905e-05,0.00416017281821132,4.37698171858134e-06,0.000437698171858134,-1.79705960433715,18.52860533412,"SP100;RSAD2;STAT2;MX1;CMPK2;XAF1;IFIT1;TNFSF13B"
"4","IKZF1_GM12878_hg19","8/2000",3.32813825456905e-05,0.00416017281821132,4.37698171858134e-06,0.000437698171858134,-1.70896310510055,17.6202852863414,"SP110;STAT2;IFIT1;XAF1;SAMHD1;USP18;IFIT3;TNFSF13B"
"5","IRF1_K562_hg19","11/4551",4.51484828799515e-05,0.00451484828799515,2.79301937898147e-06,0.000437698171858134,-1.56639824859869,15.6726820745791,"SP100;RSAD2;SP110;STAT2;MX1;CMPK2;ISG15;IFIT1;XAF1;USP18;IFIT3"
"6","POLR2A_MCF 10A_hg19","9/3155",0.000120444688330255,0.0100370573608546,1.28079953018651e-05,0.00106733294182209,-1.58915329353648,14.3410277361767,"RSAD2;MX1;IFI44;CMPK2;ISG15;SAMHD1;IFIT1;USP18;IFI44L"
"7","STAT1_HeLa-S3_hg19","5/945",0.00047046782543642,0.0320056975056628,0.00013272230184172,0.00829514386510747,-1.79294848261896,13.7371821771952,"SP100;SP110;STAT2;MX1;ISG15"
"8","PRDM1_HeLa-S3_hg19","6/1625",0.000750441861797897,0.0416912145443276,0.00016987244061109,0.00943735781172723,-1.67704649715819,12.0660952663039,"SP100;SP110;STAT2;MX1;ISG15;IFIT1"
"9","BATF_GM12878_hg19","4/760",0.00201928554400358,0.079971788463508,0.000736507265529912,0.0263038309117826,-1.91665604273314,11.8928728273747,"SP100;ISG15;IFIT3;TNFSF13B"
"10","STAT3_MCF 10A_hg19","9/3788",0.000512091160090605,0.0320056975056628,5.7257579060979e-05,0.00408982707578421,-1.56837213375542,11.8835680503043,"SP100;RSAD2;SP110;STAT2;MX1;CMPK2;ISG15;IFIT1;TNFSF13B"
